site_id,survey_id,static_descriptors_reef_id (archived field),reef_name,orientation_of_transect,coordinates_in_decimal_degree_format,longitude_degrees,longitude_minutes,longitude_seconds,longitude_cardinal_direction,latitude_degrees,latitude_minutes,latitude_seconds,latitude_cardinal_direction,country,state_province_island,city_town,region,distance_from_shore (m),distance_from_nearest_river (km),distance_to_nearest_popn (km),errors,what_errors,year,date,depth (m),time_of_day_work_began,time_of_day_work_ended,method_used_to_determine_location (archived field),river_mouth_width,weather,air_temp (C),water_temp_at_surface (C),water_temp_at_3_m (C),water_temp_at_10_m (C),approx_popn_size_x_1000,horizontal_visibility_in_water (m),best_reef_area,why_was_this_site_selected,sheltered_or_exposed,any_major_storms_in_last_years,when_storms,overall_anthro_impact,what_kind_of_impacts (archived field),siltation,dynamite_fishing,poison_fishing,aquarium_fish_collection,harvest_of_inverts_for_food,harvest_of_inverts_for_curio,tourist_diving_snorkeling,sewage_pollution,industrial_pollution,commercial_fishing,live_food_fishing,artisinal_recreational,other_forms_of_fishing (archived field),other_fishing (archived field),yachts,level_of_other_impacts (archived field),other_impacts,is_site_protected,is_protection_enforced,level_of_poaching,spearfishing,banned_commercial_fishing,recreational_fishing,invertebrate_shell_collection,anchoring,diving,other_specify,nature_of_protection (archived field),site_comments,substrate_comments,fish_comments,inverts_comments,comments_from_organism_sheet (archived field),grouper_size (archived field),percent_bleaching (archived field),percent_colonies_bleached (archived field),percent_of_each_colony (archived field),suspected_disease (archived field),rare_animals_details,submitted_by (archived field)
08f8895b-d5c0-4e5c-8a97-15b7f4debb82,79467152-c8bf-4852-a834-2ef34ddbadab,152.56.17.2E.25.15.47.0S,Big Woody Island - Big Woody Conservation Park Zone (Fringing reef leeward) Site 2,"","-25.263056, 152.938111",152,56,17.2,E,25,15,47.0,S,Australia,Queensland,"",Indo-Pacific,"","","",false,"",2014,30-August-14,3.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",59 - Ascidian with turf algae. Crododile fish in 25 - 45 segmentDominant Algae 1: TURF,"","","","","","","","",""
7ffca64e-0889-4bc9-a94e-7b72007474e9,79484e8d-ad84-4931-afbe-838cb2fa0e65,145.52.9.7E.16.14.34.6S,Opal Reef - The Wedge (Back reef slope) Site 1,"","-16.242944, 145.869361",145,52,9.7,E,16,14,34.6,S,Australia,Queensland,"Port Douglas, South Opal Reef",Indo-Pacific,50004.0,50.0,50.0,true,did not record fish,2008,01-March-08,5.0, 2:00 pm, 2:50 pm,"",51-100m,Rainy,"","","","",1.0,15.0,Yes,accessibility,"","","",Medium,"",Occasionally,"","","","","",Medium,"","","","","","","",Few,"","",true,Yes,Low (<1/month),Yes,Yes,Yes,Yes,Yes,No,"","",Yellow Zone,"","","","","","","","",0,"",""
5c7e7b9e-d804-4e90-bd6d-c7a5682edcb5,79a436dc-8e81-469b-bc74-84674f3906bf,151.55.25.7E.23.27.17.3S,Heron Reef - Canyons (Back reef slope) Site 1,"","-23.454806, 151.923806",151,55,25.7,E,23,27,17.3,S,Australia,Queensland,"",Indo-Pacific,"","","","","",2018,14-November-18,9.0, 3:45 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",Coral disease colony = 5%/3%/4%/2%,"","","","","","","",""
a111953d-eb7f-40d1-bb7f-9e704c752b98,79b53eb9-1cb7-45de-83ec-5f1fd0084d8e,153.29.17.4E.26.58.47.6S,Flinders Reef - Alden's Cave (Other) Site 3,"","-26.979889, 153.488167",153,29,17.4,E,26,58,47.6,S,Australia,"","",Indo-Pacific,"","","","","",2019,26-May-19,9.0,11:45 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",7 drupella; Coral disease colony = 2%/2%/0/0,"","","","","","","",""
b4be445d-1b15-4539-802e-c2fb749413ab,7a19a8f5-fcc6-43e1-ba4e-dba27813a981,153.14.6.0E.27.25.7.0S,Green Island - Green Island East (Fringing reef leeward) Site 1,"","-27.418611, 153.235",153,14,6.0,E,27,25,7.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no belt,2010,23-February-10,2.0, 1:15 pm, 2:20 pm,Gps,"",Sunny,"","","","","",3.0,No,"NRM interest, historical coral communities",Sometimes,No,"",Medium,"",Always,None,None,None,Low,None,Low,None,None,None,None,High,"","",Many,"","",false,"","","","","","","","","","","","","","","","","","","","","",""
6a05f12c-89b8-4904-9841-314b57be7b98,7af701c2-6c31-4014-a45a-d2d382dfef76,151.54.50.0E.23.26.19.6S,Heron Reef - White Wedding (Reef flat) Site 1,"","-23.438778, 151.913889",151,54,50.0,E,23,26,19.6,S,Australia,"","",Indo-Pacific,"","","",true,no site description,2017,01-November-17,2.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",OT = Halimeda,"","","","","","","","",""
78da1079-0327-4313-99d0-513c3f8f2744,7afd0852-8190-4bcc-a2c8-72cb45392020,153.13.40.2E.27.25.28.4S,Green Island - Green Island West (Fringing reef leeward) Site 1,"","-27.424556, 153.227833",153,13,40.2,E,27,25,28.4,S,Australia,Queensland,South East,Indo-Pacific,"","","","","",2019,12-January-19,5.0,10:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
7c778c77-a8e0-416a-bf3d-191b10c83030,7b39e813-4b59-4df3-ab7b-4680aa26de3e,153.29.2.4E.26.58.39.7S,Flinders Reef - Nursery (Back reef slope) Site 2,"","-26.977694, 153.484",153,29,2.4,E,26,58,39.7,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no site description,2016,06-November-16,10.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
d980b5a7-9a13-4d7f-98ed-a8db685c4f44,7c03e8a9-ba61-4d1d-bfd1-90e8a0427bf5,151.56.11.49E.23.26.7.2S,Heron Reef -  Libby's Lair Site 1,"","-23.435334, 151.936525",151,56,11.49,E,23,26,7.2,S,Australia,"","",Indo-Pacific,"","","","","",2021,07-November-21,9.0, 1:05 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
c89c1ba7-a626-4915-9126-ef3f5c24a3f2,7c9291f5-233a-4445-9b29-c086ee6a02d8,147.4.6.78E.18.36.46.8S,John Brewer Reef - Cathedrals Site 2,"","-18.613, 147.06855",147,4,6.78,E,18,36,46.8,S,Australia,"","",Indo-Pacific,"","","","","",2022,16-October-22,6.0,12:00 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",Coral disease colony = 2%/3%/0/1%,"","","","","","","",""
7e678fab-30e3-4c15-a41e-560c58c6b946,7e063fcd-bfb4-4a98-86c0-d5e9729c4c74,153.29.0.0E.26.58.6.0S,Flinders Reef - Nursery (Fringing reef leeward) Site 1,"","-26.968333, 153.483333",153,29,0.0,E,26,58,6.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,did not record fish,2010,08-August-10,7.0, 1:00 pm, 1:55 pm,Gps,"",Sunny,"","","","","",15.0,Yes,"Green Zone, Popular diving location",Sometimes,No,"",Medium,"",Never,None,None,None,None,None,Medium,None,None,None,None,Low,"","",Many,"","",true,Yes,Low (<1/month),Yes,Yes,Yes,Yes,No,No,"","",Recent removal of moorings means numerous boats are anchoring (increased anchor damage),"","","","","","","","","1,0,0,0",6,""
83cea4f7-ad53-4956-8907-aa32a4ab81a6,7e6adf18-8db9-4202-89b6-573de9ed2c55,153.25.15.0E.27.56.23.0S,Gold Coast Seaway Reefs - South-West Wall (Fringing reef leeward) Site 1,"","-27.939722, 153.420833",153,25,15.0,E,27,56,23.0,S,Australia,Queensland,"",Indo-Pacific,"","","","","",2020,08-June-20,4.0, 9:21 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",1 drupella,"","","","","","","",""
bc456476-f44d-4053-b52e-228412c594ad,7e81394a-cee3-45bc-b308-7ca2557e802a,148.56.53.2E.20.3.56.9S,Hook Island - Luncheon Bay (Fringing reef leeward) Site 1,"","-20.065806, 148.948111",148,56,53.2,E,20,3,56.9,S,Australia,Queensland,"",Indo-Pacific,"","","","","",2019,21-July-19,3.0, 9:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"",did not record fish,"","","","","","","","",""
e60203f8-c380-4211-bc90-fcd5c43c1449,7e836805-c496-4546-9ace-ceff49d940e1,153.14.35.4E.27.20.50.0S,Mud Island - Coral Galore (Fringing reef leeward) Site 1,"","-27.347222, 153.243167",153,14,35.4,E,27,20,50.0,S,Australia,Queensland,South East,Indo-Pacific,"","","","","",2021,25-February-21,4.0, 9:40 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",28 drupella; Coral disease colony = 3%/2%/4%/3%,"","","","","","","",""
aec8829e-8aaf-45ab-9b8f-165cf9684f5b,7ec56b23-8b03-4c53-b4fb-de645e18c988,153.29.0.0E.26.58.6.0S,Flinders Reef - Nursery (Fringing reef leeward) Site 2,"","-26.968333, 153.483333",153,29,0.0,E,26,58,6.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no belt,2009,25-July-09,6.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
aa32db83-36ed-44a7-957b-bdc7245fe030,7ef620a9-0af4-4a3b-b13e-f13d689dae49,145.49.10.5E.15.58.3.3S,Agincourt Reef - The Point (Back reef slope) Site 1,"","-15.967583, 145.819583",145,49,10.5,E,15,58,3.3,S,Australia,Queensland,"Port Douglas, South Opal Reef",Indo-Pacific,39600.0,50.4,39.6,true,did not record fish,2009,21-March-09,5.0,10:20 am,11:20 am,Gps,"",Cloudy,"","","","","",10.0,No,Previous survey site,Sometimes,No,"",Low,"",Never,None,None,None,None,None,Medium,None,None,None,None,None,"","",Few,"","",true,Yes,None,Yes,Yes,Yes,Yes,No,No,"","","","","","","","","","","",0,0,""
a93c642c-4687-4f49-9f3b-b29dc1653321,7f1fd1ca-4591-4cb2-b6f5-aa01118e33b1,146.48.54.6E.19.11.54.0S,Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 1,"","-19.198333, 146.815167",146,48,54.6,E,19,11,54.0,S,Australia,Queensland,Townsville,Indo-Pacific,1000.0,7.0,1.0,true,"no site description, no fish survey",2016,25-June-16,3.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
607ff1c6-7a9e-40bb-9e1e-9b9b832bc727,7f3d75cd-9c33-45b1-9204-cd58c82e4613,153.13.58.9E.27.23.56.91S,St Helena - Ray of Sunshine Site 1,"","-27.399142, 153.233027",153,13,58.9,E,27,23,56.91,S,Australia,"","",Indo-Pacific,"","","","","",2019,07-July-19,3.0,11:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",2 drupella,"","","","","","","",""
14052e69-ab1f-4fbb-aa71-155492a79a0e,7f7e9fbc-84b4-493e-9ab8-a2061f0ee3e1,151.55.29.8E.23.26.1.2S,Heron Reef - Coral Cascade (Back reef slope) Site 1,"","-23.433667, 151.924944",151,55,29.8,E,23,26,1.2,S,Australia,"","",Indo-Pacific,"","","",true,did not record fish,2015,25-November-15,6.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
d4892c62-61fc-49ad-a920-b02af02f81b3,7fa1f8f9-23f6-498f-a6a3-1756ebbe0e7e,148.52.33.0E.20.2.20.4S,Hayman Island Reefs - Blue Pearl Bay (Fringing reef leeward) Site 1,NS,"-20.039, 148.875833",148,52,33.0,E,20,2,20.4,S,Australia,Queensland,"Hayman Island, Whitsundays",Indo-Pacific,27000.0,29.0,27.0,"","",2020,10-May-20,3.0, 1:55 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"",did not record fish,"","","","","","","","",""
fabfd7bc-ee79-4c47-a88e-8cf81511892d,7fa59881-d640-4e31-865f-0652cec3890e,153.22.58.3E.27.30.59.6S,Goat Island - Goat Island West (Reef flat) Site 1,"","-27.516556, 153.382861",153,22,58.3,E,27,30,59.6,S,Australia,"","",Indo-Pacific,"","","","","",2023,25-May-23,5.0, 9:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",Coral disease colony = 1%/0/2%/3%,"","","","","","","",""
62e82aba-a120-4d96-941d-0beed6303ace,7fbd01be-dc04-4865-9878-68dd355b06aa,153.6.46.0E.26.36.54.0S,Mudjimba (Old Woman) Island - The Ledge (Mudjimba Island) (Fringing reef leeward) Site 1,"","-26.615, 153.112778",153,6,46.0,E,26,36,54.0,S,Australia,Queensland,"",Indo-Pacific,"","","",false,"",2015,21-November-15,5.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",Ascidian. 200 rabbit fish.,"","","","","","","","",""
f76a1c2b-1049-4727-b81d-e19c05300744,7fc4b6b6-cf64-4da9-9bbe-f17b43bc467b,145.58.34.0E.16.35.8.0S,Michaelmas Reef - Long Bommie (Reef flat) Site 1,"","-16.585556, 145.976111",145,58,34.0,E,16,35,8.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,did not record fish,2009,04-April-09,5.0, 1:40 pm, 2:35 pm,Gps,"",Sunny,"","","","","",15.0,Yes,"Site chosen by dive operator, relatively pristine, little tourism in area",Exposed,Yes,3-6-09 Cyclone Hamish,Low,"",Occasionally,None,None,None,None,None,Low,None,None,None,None,None,"","",Few,"","",true,No,None,Yes,Yes,Yes,Yes,Yes,No,"","","","","","","","","","","","1,0,0,0",0,""
6abccb7e-9097-4744-a950-a8b76915d21a,7fe34875-a9b5-4920-a2b5-d8f6c4c9f8e0,153.29.17.4E.26.58.47.6S,Flinders Reef - Aladdin's Cave (Other) Site 1,"","-26.979889, 153.488167",153,29,17.4,E,26,58,47.6,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no site description; did not record fish,2013,20-October-13,11.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","",0,0,""
4260581a-6c61-45a1-920b-d3d15d0d2e9f,80109bdb-5c95-462a-867d-706814f37e71,153.14.19.6E.27.20.41.4S,Mud Island - Rubble Patch (Fringing reef leeward) Site 1,"","-27.344833, 153.238778",153,14,19.6,E,27,20,41.4,S,Australia,Queensland,South East,Indo-Pacific,"","","","","",2021,25-February-21,4.0, 8:15 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","2 drupella; Coral disease population = 70%/80%/0/0, Coral disease colony = 2%/5%/5%/5%","","","","","","","",""
fab4bbc0-dfc1-4786-a86f-632a577f03e4,801dd97e-9d18-419a-84d4-8d9ef37ec182,151.55.45.1E.23.27.37.4S,Heron Reef - Harry's Bommie (Fringing reef seaward) Site 1,"","-23.460389, 151.929194",151,55,45.1,E,23,27,37.4,S,Australia,"","",Indo-Pacific,"","","",true,did not record fish,2011,02-November-11,9.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","1 drupella, disease % per segment: 9,2,4,3","","","","","","","","",""
9ab9367b-5438-4595-8158-7121dd418e85,802cd07b-625a-4966-8445-a0de6fb03dec,153.12.33.0E.27.16.55.0S,Peel Island - North Peel (Fringing reef leeward) Site 1,"","-27.281944, 153.209167",153,12,33.0,E,27,16,55.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,did not record fish,2009,16-August-09,2.0, 9:30 am,11:00 am,Gps,"",Sunny,"","","","","",6.0,Yes,"NRM interest, Green Zone with extensive coral cover",Sometimes,No,"",Medium,"",Often,None,None,None,None,None,Low,None,None,None,None,None,"","",Many,"","",true,Yes,Low (<1/month),Yes,Yes,Yes,Yes,No,No,"","","","","","","","","","","",0,0,""
785296b5-9003-405f-af07-46006b8ab26f,804709b2-d59d-4ced-8ada-d80743adea1c,151.55.6.2E.23.26.40.9S,Heron Reef- Shark Bay (Reef flat) Site 1,"","-23.444694, 151.918389",151,55,6.2,E,23,26,40.9,S,Australia,"","",Indo-Pacific,"","","",false,"",2014,09-November-14,1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",OT = Halimedia. DA 1= HydroDA 2 =padinaDA 3 = sargassumpipefish segment 2,"","","","","","","","",""
abe7bd92-d3e0-4257-b496-662e8b199e02,805a6ae6-371a-46d1-87c0-828c3c791814,152.43.10.9E.24.6.50.4S,Lady Elliot Island- Lady Elliot Reef Lagoon (Lagoon) Site 1,"","-24.114, 152.719694",152,43,10.9,E,24,6,50.4,S,Australia,"","",Indo-Pacific,"","","",true,did not record fish,2011,24-May-11,1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","disease % per segment: 0,0,1,0","","","","","","","","",""
86c0b6c2-07fd-4b13-9c0c-f6d054d92c38,809269b0-363b-4495-84a8-da6f024e5b3d,153.9.38.9E.26.38.42.0S,Inner Gneerings - The Caves (Other) Site 1,"","-26.645, 153.160806",153,9,38.9,E,26,38,42.0,S,Australia,"","",Indo-Pacific,"","","","","",2018,23-September-18,9.0,11:15 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",2 drupella,"","","","","","","",""
785296b5-9003-405f-af07-46006b8ab26f,812585b0-c306-497f-b6cd-8b3cb6aa8f20,151.55.6.2E.23.26.40.9S,Heron Reef- Shark Bay (Reef flat) Site 1,"","-23.444694, 151.918389",151,55,6.2,E,23,26,40.9,S,Australia,"","",Indo-Pacific,"","","",false,"",2015,28-November-15,2.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",A very large shovel nose ray passed acoss the transect,"","","","","","","","",""
78da1079-0327-4313-99d0-513c3f8f2744,81259d1b-d00e-4d3c-aaf4-5884eeb8d7f2,153.13.40.2E.27.25.28.4S,Green Island - Green Island West (Fringing reef leeward) Site 1,"","-27.424556, 153.227833",153,13,40.2,E,27,25,28.4,S,Australia,Queensland,South East,Indo-Pacific,"","","","","",2019,24-November-19,5.0, 7:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",Coral disease colony = 1%/0/1%/0,"","","","","","","",""
65d26ac6-e87e-42e8-b2cd-f94373120224,812d4c22-8a67-4480-b953-2abed87ff853,146.28.0.72E.18.34.36.84S,Palm Island Reefs - Orpheus Island (Pioneer Bay) Site 2,"","-18.5769, 146.466867",146,28,0.72,E,18,34,36.84,S,Australia,"","",Indo-Pacific,"","","","","",2019,25-September-19,2.0,11:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"",did not record fish,2 drupella,"","","","","","","",""
eebfbc97-8a59-462b-946c-f5f19f194460,8134bcce-d853-4bc5-84a1-f831dd9d3618,153.31.52.0E.28.9.45.1S,Kirra Reef - Outer Kirra Reef (Other) Site 1,"","-28.162528, 153.531111",153,31,52.0,E,28,9,45.1,S,Australia,Queensland,South East,Indo-Pacific,"","","","","",2019,24-July-19,5.0,11:00 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
1ba7cbe6-e672-4809-8cbf-3276d20aa1be,8172aa27-8395-4381-a30e-c1261854b38c,153.33.25.0E.27.23.48.0S,Flat Rock Island - Shark Gulley (Fringing reef seaward) Site 1,"","-27.396667, 153.556944",153,33,25.0,E,27,23,48.0,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no site description,2016,08-October-16,7.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",MA: asparagopsis OT: mainly burrowing urchins,"","","","","","","","",""
c46c1716-56c0-4ae7-8d09-92817e3a0881,81e0c7fd-ded3-4abd-9cb1-94e4b9aaa82c,153.6.52.17E.26.36.42.99S,Mooloolaba MEAM - MEAM Mudjimba Site 2,"","-26.611941, 153.114493",153,6,52.17,E,26,36,42.99,S,Australia,"","",Indo-Pacific,"","","","","",2021,31-July-21,1.0, 8:00 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","",Coral disease colony = 3%/2%/1%/2%,"","","","","","","",""
3645c578-c9aa-42aa-baa3-9f4e03667182,81e68a61-2746-4945-a3b2-52779973c2c7,153.26.14.4E.27.24.2.5S,Amity Point - Amity Point (Back reef wall) Site 2,"","-27.400694, 153.437333",153,26,14.4,E,27,24,2.5,S,Australia,South East (QLD),"",Indo-Pacific,"","","","","",2019,08-June-19,5.0,12:00 pm,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
10fdbdfd-b692-4904-9640-3bc1e7614bb0,81ec5967-644b-47a8-ab49-95a90bc4e638,153.6.46.6E.26.36.54.1S,Mudjimba (Old Woman) Island - The Ledge (Mudjimba Island) (Back reef slope) Site 2,"","-26.615028, 153.112944",153,6,46.6,E,26,36,54.1,S,Australia,Queensland,"",Indo-Pacific,"","","",false,"",2014,05-October-14,10.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",Dom algae 1  NIA   Dom algae 2 Turf algae   Dom algae 3  Halimedia. Transect 1  Unknown scars 1 SC     1 wobbieTransect 2  Unknown scars 3 SC     5 percent of SCB colonyTransect 3  Unknown scars 1 SCTransect 4  10 percent of SCB colony   2 cuttlefish1 banded coral shrimp off transect,"","","","","","","","",""
98c66afb-ff4a-40b5-89f4-22a5774db1c9,81f39eff-fe82-49d3-8620-f30db213c9bb,145.33.28.8E.16.22.37.8S,Low Isles Reef - Low Isles (Fringing reef leeward) Site 2,"","-16.377167, 145.558",145,33,28.8,E,16,22,37.8,S,Australia,Queensland,"Port Douglas, South Opal Reef",Indo-Pacific,14816.0,14.8,14.8,true,"no site description, no fish survey",2017,01-May-17,4.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
5c7e7b9e-d804-4e90-bd6d-c7a5682edcb5,8222b249-4abf-45d2-a23c-3eb20914c2d4,151.55.25.7E.23.27.17.3S,Heron Reef - Canyons (Back reef slope) Site 1,"","-23.454806, 151.923806",151,55,25.7,E,23,27,17.3,S,Australia,Queensland,"",Indo-Pacific,"","","",true,no site description; did not record fish,2013,06-November-13,5.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","3 drupella, 1 anemone","","","","","","","5,4,1,2",0,""
491fbad8-f0fa-493f-b3e9-a606b995ba52,829470a1-10fd-4a71-b5f7-d51dbfd3d362,153.9.28.0E.26.45.5.0S,Currimundi Reef - Currimundi Reef (Back reef slope) Site 2,"","-26.751389, 153.157778",153,9,28.0,E,26,45,5.0,S,Australia,Queensland,"",Indo-Pacific,"","","",false,"",2014,08-February-14,8.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",Others include: Anemones Acidians and Halimeda.Note: red algae recorded as OT so changed to NIA on this sheet.,"","","","","","","","",""
bc456476-f44d-4053-b52e-228412c594ad,829cf1a7-635c-4e25-a151-83fa456a36fe,148.56.53.2E.20.3.56.9S,Hook Island - Luncheon Bay (Fringing reef leeward) Site 1,"","-20.065806, 148.948111",148,56,53.2,E,20,3,56.9,S,Australia,Queensland,"",Indo-Pacific,"","","","","",2022,28-May-22,3.0,11:00 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","","","","","","","","",""
3b8aee16-2498-40ff-9791-ab2d226784ab,82c9a500-9232-4142-a016-f0a6236654e8,153.9.28.0E.26.45.5.0S,Currimundi Reef - Currimundi Reef (Back reef slope) Site 1,"","-26.751389, 153.157778",153,9,28.0,E,26,45,5.0,S,Australia,Queensland,"",Indo-Pacific,"","","",false,"",2014,21-December-14,8.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","",T1: Chelmonops truncatus (butterfly fish) 2 cowrie 3 nudibranch wobbyT4: 1 lobster off transectD.Algae 1 AsparagopsisD.Algae 2 HalimedaD.Algae 3 Turf,"","","","","","","","",""
55fb6096-5c91-4178-b009-87a5af0563fb,82dbf150-7ef4-4bff-ac1f-8b49d73aac74,146.29.18.87E.18.32.39.6S,Palm Island Reefs - Pelorus Island Site 1,"","-18.544333, 146.488575",146,29,18.87,E,18,32,39.6,S,Australia,"","",Indo-Pacific,"","","","","",2021,19-March-21,5.0, 9:30 am,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No,No,No,No,No,No,"","",no site description,"","","12 drupella; Coral disease population = 0/1%/0/0, Coral disease colony = 0/1%/0/0","","","","","","","",""
81d39458-bece-4da4-8fde-ca59588152a4,82f071d3-1431-4b3b-9fed-41f506dce49b,146.51.57.8E.19.9.15.5S,Magnetic Island Reefs - Geoffrey Bay (Fringing reef leeward) Site 4,"","-19.154306, 146.866056",146,51,57.8,E,19,9,15.5,S,Australia,Queensland,Burdekin,Indo-Pacific,"","","",true,"no site description, no fish survey",2016,26-June-16,1.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","","","","","","","","","",""
d802eb54-ecd4-4986-9ad7-797400172a6f,8310f208-8888-4e7c-8ddb-d94aa9f3db13,153.31.33.0E.27.24.51.0S,Shag Rock Island - Shag Rock South (Fringing reef seaward) Site 1,"","-27.414167, 153.525833",153,31,33.0,E,27,24,51.0,S,Australia,Queensland,"",Indo-Pacific,"","","",false,"",2011,26-November-11,7.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",false,"","","","","","","","","","","","","7 drupella, 2 drupella scars, 9 anemones, disease % per segment: 3,0,5,1","","","","","","","","",""
3f9abf3f-c098-43ff-a0ee-7098909a2f45,834d077c-7812-4b04-8fc3-ceabba3d7d12,146.12.11.5E.16.56.6.5S,Briggs Reef - Fish Bowl (Back reef slope) Site 1,"","-16.935139, 146.203194",146,12,11.5,E,16,56,6.5,S,Australia,Queensland,Cairns,Indo-Pacific,2700.0,45.0,44.0,true,did not record fish,2008,30-March-08,7.5,12:20 pm, 1:10 pm,"",<10m,Sunny,"","","","",122.0,10.0,Yes,accessibility,Exposed,No,"",Low,"",Occasionally,None,None,Medium,Low,Low,Medium,Low,None,None,None,None,"","",None,"","",true,Yes,None,Yes,Yes,Yes,Yes,Yes,No,"","","","","2 anemones, 1 COTS scar","","","","","","",0,"",""
